No;Kode Wilayah;Kabupaten_Kota;Provinsi;Tahun;Penduduk_Miskin (%);Konsumsi_Protein (Gram);Konsumsi_Energi (Gram);Konsumsi_Lemak (Gram);Konsumsi_Sayur_dan_Buah (Gram);Skor Konsumsi Gizi
806;5272;Kota Bima;Nusa Tenggara Barat;2022;8.8;66.2;1957;1.47;65.37;95.95
807;5312;Kabupaten Sumba Barat;Nusa Tenggara Timur;2022;27.47;50;1776;4.4;55.16;81.27
808;5311;Kabupaten Sumba Timur;Nusa Tenggara Timur;2022;28.22;55.9;1961;5.4;55.16;85.78
809;5301;Kabupaten Kupang;Nusa Tenggara Timur;2022;21.7;51.9;1877;7.73;63.92;91.01
810;5302;Kabupaten Timor Tengah Selatan;Nusa Tenggara Timur;2022;25.45;55.2;1876;5.8;99.89;119.18
811;5303;Kabupaten Timor Tengah Utara;Nusa Tenggara Timur;2022;21.5;57.1;1938;6.07;95.84;117.52
812;5304;Kabupaten Belu;Nusa Tenggara Timur;2022;14.84;55.1;2010;9.54;78.04;105.13
813;5305;Kabupaten Alor;Nusa Tenggara Timur;2022;20.25;57.2;1792;4.72;94.47;114.47
814;5313;Kabupaten Lembata;Nusa Tenggara Timur;2022;25.18;52.2;1886;9.37;98.38;118.33
815;5306;Kabupaten Flores Timur;Nusa Tenggara Timur;2022;10.75;57.3;2045;8.27;76.75;104.85
816;5307;Kabupaten Sikka;Nusa Tenggara Timur;2022;12.61;48.9;1813;5.46;70.42;93.39
817;5308;Kabupaten Ende;Nusa Tenggara Timur;2022;23;60.8;2148;7.15;93.91;120.02
818;5309;Kabupaten Ngada;Nusa Tenggara Timur;2022;11.93;61.7;2081;6.99;87.06;114.32
819;5310;Kabupaten Manggarai;Nusa Tenggara Timur;2022;19.84;64.7;2230;7.34;97;124.77
820;5314;Kabupaten Rote Ndao;Nusa Tenggara Timur;2022;27.45;45.2;1662;7.17;50.17;75.48
821;5315;Kabupaten Manggarai Barat;Nusa Tenggara Timur;2022;17.15;59.3;2049;5.33;83.65;109.85
822;5317;Kabupaten Sumba Tengah;Nusa Tenggara Timur;2022;32.51;50.1;1735;3.02;64.34;87.43
823;5318;Kabupaten Sumba Barat Daya;Nusa Tenggara Timur;2022;27.16;58.7;2071;4.91;88.58;113.5
824;5316;Kabupaten Nagekeo;Nusa Tenggara Timur;2022;12.05;53.3;1901;5.48;87.24;108.89
825;5319;Kabupaten Manggarai Timur;Nusa Tenggara Timur;2022;25.35;60.4;2177;6.48;77.89;107.6
826;5320;Kabupaten Sabu Raijua;Nusa Tenggara Timur;2022;28.73;60.8;2131;9.11;75.45;106.36
827;5321;Kabupaten Malaka;Nusa Tenggara Timur;2022;15.26;60.7;2241;12.36;82.24;113.91
828;5371;Kota Kupang;Nusa Tenggara Timur;2022;8.61;56;1865;8.9;79.4;104.75
829;6101;Kabupaten Sambas;Kalimantan Barat;2022;6.92;62.3;1927;7.03;65.36;96.24
830;6107;Kabupaten Bengkayang;Kalimantan Barat;2022;6.03;60.1;2052;10.03;78.1;107.65
831;6108;Kabupaten Landak;Kalimantan Barat;2022;10.01;63.1;2050;9.23;78.19;108.51
832;6102;Kabupaten Mempawah;Kalimantan Barat;2022;5.32;55.1;1769;8.45;56.98;85.99
833;6103;Kabupaten Sanggau;Kalimantan Barat;2022;4.51;55.4;1809;7.64;71.26;97.21
834;6104;Kabupaten Ketapang;Kalimantan Barat;2022;9.39;54.7;1798;9.73;61.62;90.19
835;6105;Kabupaten Sintang;Kalimantan Barat;2022;8.57;56.4;1926;8.98;61.62;91.89
836;6106;Kabupaten Kapuas Hulu;Kalimantan Barat;2022;8.59;56;2016;9.63;66.36;96.57
837;6109;Kabupaten Sekadau;Kalimantan Barat;2022;5.85;60.7;1989;8.03;73;102.55
838;6110;Kabupaten Melawai;Kalimantan Barat;2022;11.44;58.2;1934;8.58;71.19;99.85
839;6111;Kabupaten Kayong Utara;Kalimantan Barat;2022;9.04;61.1;2006;9.69;70.25;101.37
840;6112;Kabupaten Kubu Raya;Kalimantan Barat;2022;4.12;53;1780;9.17;54.97;84.05
841;6171;Kota Pontianak;Kalimantan Barat;2022;4.46;61.1;1839;9.81;77.05;104.89
842;6172;Kota Singkawang;Kalimantan Barat;2022;4.67;62.7;1949;9.05;77.18;106.46
843;6201;Kabupaten Kotawaringin Barat;Kalimantan Tengah;2022;3.93;69.7;2183;11.66;98.76;129.08
844;6202;Kabupaten Kotawaringin Timur;Kalimantan Tengah;2022;5.95;62.8;2044;9.88;76.25;107.09
845;6203;Kabupaten Kapuas;Kalimantan Tengah;2022;5.52;67.2;2237;11.37;66.42;103.74
846;6204;Kabupaten Barito Selatan;Kalimantan Tengah;2022;4.88;66.7;2260;11.8;79.33;113.89
847;6205;Kabupaten Barito Utara;Kalimantan Tengah;2022;5.8;54.6;1850;8.72;69.69;96.53
848;6208;Kabupaten Sukamara;Kalimantan Tengah;2022;3.72;75.1;2257;12.56;82.02;119.32
849;6209;Kabupaten Lamandau;Kalimantan Tengah;2022;3.34;71.3;2212;11.74;98.7;129.96
850;6207;Kabupaten Seruyan;Kalimantan Tengah;2022;7.43;63.7;2199;14.35;74.93;109.69
851;6206;Kabupaten Katingan;Kalimantan Tengah;2022;5.5;67.5;2137;7.81;79.95;111.89
852;6211;Kabupaten Pulang Pisau;Kalimantan Tengah;2022;4.7;62.7;2196;11.04;78.95;111.16
853;6210;Kabupaten Gunung Mas;Kalimantan Tengah;2022;5.64;58.3;1897;7.89;63.67;93.46
854;6213;Kabupaten Barito Timur;Kalimantan Tengah;2022;6.59;67.7;2301;11.22;63.19;102.06
855;6212;Kabupaten Murung Raya;Kalimantan Tengah;2022;6.4;66.5;1994;8.84;56.62;92.45
856;6271;Kota Palangka Raya;Kalimantan Tengah;2022;3.61;54.9;1938;10.97;82.6;108.33
857;6301;Kabupaten Tanah Laut;Kalimantan Selatan;2022;3.86;70.8;2244;11.06;88.34;121.89
858;6302;Kabupaten Kota Baru;Kalimantan Selatan;2022;4.3;69.7;2158;10.86;65.04;102.58
859;6303;Kabupaten Banjar;Kalimantan Selatan;2022;2.79;68;2222;10.04;64.14;101.63
860;6304;Kabupaten Barito Kuala;Kalimantan Selatan;2022;4.75;63.3;2215;10.61;64.08;99.98
861;6305;Kabupaten Tapin;Kalimantan Selatan;2022;3.6;67.4;2214;10.97;67.1;103.95
862;6306;Hulu Sungai Selatan;Kalimantan Selatan;2022;4.54;71.4;2305;8.9;60.75;100.73
863;6307;Hulu Sungai Tengah;Kalimantan Selatan;2022;5.92;62.4;2062;8.89;53.37;89.16
864;6308;Hulu Sungai Utara;Kalimantan Selatan;2022;6.49;66.4;2217;10.15;51.33;91.17
865;6309;Kabupaten Tabalong;Kalimantan Selatan;2022;5.87;75.8;2423;10.82;82.98;121.42
866;6310;Kabupaten Tanah Bumbu;Kalimantan Selatan;2022;4.26;66.6;2155;11.17;77.55;111.14
867;6311;Kabupaten Balangan;Kalimantan Selatan;2022;5.83;70.7;2344;10.5;65.29;104.97
868;6371;Kota Banjarmasin;Kalimantan Selatan;2022;4.74;66.7;2076;10.12;69.3;103.61
869;6372;Kota Banjar Baru;Kalimantan Selatan;2022;4.17;69.1;2086;10.3;84.82;116.61
870;6401;Kabupaten Paser;Kalimantan Timur;2022;9.43;64.5;2016;11.15;79.56;110.44
871;6407;Kabupaten Kutai Barat;Kalimantan Timur;2022;10.2;59;1836;8.79;59.49;90.2
872;6402;Kabupaten Kutai Kertanegara;Kalimantan Timur;2022;7.96;60.6;1922;10.01;75.12;104.17
873;6408;Kabupaten Kutai Timur;Kalimantan Timur;2022;9.28;62.1;1940;10.36;79.99;108.79
874;6403;Kabupaten Berau;Kalimantan Timur;2022;5.65;68.4;2013;10.17;79.22;111.23
875;6409;Kabupaten Penajam Paser Utara;Kalimantan Timur;2022;7.25;57.6;1904;10.21;74.39;102.38
876;6411;Kabupaten Mahakam Ulu;Kalimantan Timur;2022;11.55;56.2;1862;8.8;55.19;86.13
877;6471;Kota Balikpapan;Kalimantan Timur;2022;2.45;63;1865;8.23;84.33;110.88
878;6472;Kota Samarinda;Kalimantan Timur;2022;4.85;65;1899;9.47;77.07;106.86
879;6474;Kota Bontang;Kalimantan Timur;2022;4.54;65.7;1953;8.6;81.13;110.48
880;6502;Kabupaten Malinau;Kalimantan Utara;2022;6.64;58.7;1886;8.34;71.87;99.97
881;6501;Kabupaten Bulungan;Kalimantan Utara;2022;9.32;58.3;1827;8.06;66.82;95.21
882;6504;Kabupaten Tana Tidung;Kalimantan Utara;2022;4.45;57.8;1825;9.73;61.05;91.18
883;6503;Kabupaten Nunukan;Kalimantan Utara;2022;6.13;61.7;1976;11.01;63.04;96.22
884;6571;Kota Tarakan;Kalimantan Utara;2022;6.3;59.5;1775;9.36;57.03;88.06
885;7101;Kabupaten Bolaang Mongondow;Sulawesi Utara;2022;17.96;64.6;2150;10.69;99.35;126.94
886;7102;Kabupaten Minahasa;Sulawesi Utara;2022;24.34;71.6;2211;12.27;87.31;121.5
887;7103;Kabupaten Kepulauan Sangihe;Sulawesi Utara;2022;13.89;57.1;2043;11.22;65.93;97.52
888;7104;Kabupaten Kepulauan Talaud;Sulawesi Utara;2022;7.72;59.4;1939;9.75;62.96;94.45
889;7105;Kabupaten Minahasa Selatan;Sulawesi Utara;2022;19.07;69.6;2202;11.03;93.8;125.2
890;7106;Kabupaten Minahasa Utara;Sulawesi Utara;2022;13.5;72.9;2189;12.55;88.99;123.14
891;7108;Kabupaten Bolaang Mongondow Utara;Sulawesi Utara;2022;6.01;62.4;2113;11.02;72.5;105.2
892;7109;Kabupaten Kep. Siau Tagulandang Biaro;Sulawesi Utara;2022;5.53;49.5;1800;9.93;53.11;81.81
893;7107;Kabupaten Minahasa Tenggara;Sulawesi Utara;2022;12.61;68.1;2148;10.98;80.61;113.91
894;7111;Kabupaten Bolaang Mongondow Selatan;Sulawesi Utara;2022;8.1;61.5;2103;12.24;82.45;112.87
895;7110;Kabupaten Bolaang Mongondow Timur;Sulawesi Utara;2022;4.32;70.1;2326;12.64;87;122.05
896;7171;Kota Manado;Sulawesi Utara;2022;25.38;73.4;2199;12.89;70.01;108.96
897;7172;Kota Bitung;Sulawesi Utara;2022;14;67.9;2135;12.4;77.98;112.2
898;7173;Kota Tomohon;Sulawesi Utara;2022;5.79;76.3;2335;11.36;84.18;121.8
899;7174;Kota Kotamobago;Sulawesi Utara;2022;6.94;63.8;2030;10.46;77.17;108.23
900;7207;Kabupaten Banggai Kepulauan;Sulawesi Tengah;2022;13.44;53.6;2029;10.98;89.25;113.93
901;7201;Kabupaten Banggai;Sulawesi Tengah;2022;7.33;58.8;2058;13.24;101.68;126.56
902;7206;Kabupaten Morowali;Sulawesi Tengah;2022;12.58;61.1;2041;10.32;85.75;113.9
903;7202;Kabupaten Poso;Sulawesi Tengah;2022;15.18;59.7;2135;9.41;78.71;108.62
904;7203;Kabupaten Donggala;Sulawesi Tengah;2022;16.3;61.5;2148;10.77;60.83;96.17
905;7204;Kabupaten Toli-Toli;Sulawesi Tengah;2022;12.74;53.9;1784;8.13;68.04;94.09
906;7205;Kabupaten Buol;Sulawesi Tengah;2022;12.85;45.1;1687;8.15;81.17;99.92
907;7208;Kabupaten Parigi Moutong;Sulawesi Tengah;2022;14.63;58.5;1985;8.03;85.08;110.98
908;7209;Kabupaten Tojo Una-Una;Sulawesi Tengah;2022;16.12;51.6;1851;9.92;65.27;92.48
909;7210;Kabupaten Sigi;Sulawesi Tengah;2022;12.3;60.2;2147;8.64;86.19;114.4
910;7211;Kabupaten Banggai Laut;Sulawesi Tengah;2022;13.17;66;2321;13.65;89.36;122.67
911;7212;Kabupaten Morowali Utara;Sulawesi Tengah;2022;12.97;66.2;2164;9.11;96.32;124.76
912;7271;Kota Palu;Sulawesi Tengah;2022;6.63;58.8;1861;9.21;79.16;105.67
913;7301;Kabupaten Selayar;Sulawesi Selatan;2022;12.24;62.1;2155;9.6;70.1;103.16
914;7302;Kabupaten Bulukumba;Sulawesi Selatan;2022;7.39;70.2;2372;8.6;126;151.08
915;7303;Kabupaten Bantaeng;Sulawesi Selatan;2022;9.07;63;2079;7.1;84.5;112.85
916;7304;Kabupaten Jeneponto;Sulawesi Selatan;2022;13.73;67.9;2242;6.4;88.1;118.89
917;7305;Kabupaten Takalar;Sulawesi Selatan;2022;8.25;56.5;1967;6.5;67.9;96.27
918;7306;Kabupaten Gowa;Sulawesi Selatan;2022;7.36;59.9;2041;9.7;74.6;104.65
919;7307;Kabupaten Sinjai;Sulawesi Selatan;2022;8.8;62.5;2028;6.9;105.4;128.13
920;7309;Kabupaten Maros;Sulawesi Selatan;2022;9.43;59.3;2072;9.9;80.5;109.36
921;7310;Kabupaten Pangkajene dan Kepulauan;Sulawesi Selatan;2022;13.92;85.8;2732;8.2;70.8;118.03
922;7311;Kabupaten Barru;Sulawesi Selatan;2022;8.4;61.5;2067;8.6;64.7;97.49
923;7308;Kabupaten Bone;Sulawesi Selatan;2022;10.58;56.5;1980;8.3;66.7;96.15
924;7312;Kabupaten Soppeng;Sulawesi Selatan;2022;7.49;60.3;1979;8.6;62.7;94.58
925;7313;Kabupaten Wajo;Sulawesi Selatan;2022;6.57;57;1934;9;64;94.03
926;7314;Kabupaten Sidenreng Rappang;Sulawesi Selatan;2022;5.11;61.8;1980;7.8;77.1;105.93
927;7315;Kabupaten Pinrang;Sulawesi Selatan;2022;8.79;52.1;1724;6.9;52.4;80.31
928;7316;Kabupaten Enrekang;Sulawesi Selatan;2022;12.39;55.9;1853;7.1;71.4;97.76
929;7317;Kabupaten Luwu;Sulawesi Selatan;2022;12.49;60.7;2060;6.3;79.9;107.96
930;7318;Kabupaten Tana Toraja;Sulawesi Selatan;2022;12.18;55.5;1854;5.7;69.6;95.72
931;7322;Kabupaten Luwu Utara;Sulawesi Selatan;2022;13.22;62.3;2126;7;100.4;125.28
932;7324;Kabupaten Luwu Timur;Sulawesi Selatan;2022;6.81;68.8;2043;7.2;91.8;120.27
933;7326;Kabupaten Toraja Utara;Sulawesi Selatan;2022;11.65;56;1921;6.2;62.4;91.26
934;7371;Kota Makasar;Sulawesi Selatan;2022;4.58;77.5;2209;9.2;86.9;122.21
935;7372;Kota Pare-Pare;Sulawesi Selatan;2022;5.41;59;1905;8.2;563.946;478.75
936;7373;Kota Palopo;Sulawesi Selatan;2022;7.78;56;1775;5.9;803.869;659.97
937;7404;Kabupaten Buton;Sulawesi Tenggara;2022;13.27;63.4;2053;8.03;95.95;121.87
938;7403;Kabupaten Muna;Sulawesi Tenggara;2022;13.41;58.6;1943;5.51;99.67;120.87
939;7402;Kabupaten Konawe;Sulawesi Tenggara;2022;12.57;59.7;1996;7.18;66.85;97.2
940;7401;Kabupaten Kolaka;Sulawesi Tenggara;2022;11.51;51.5;1781;5.66;66.25;90.88
941;7405;Kabupaten Konawe Selatan;Sulawesi Tenggara;2022;11.08;56.3;1915;4.84;75.78;101.09
942;7406;Kabupaten Bombana;Sulawesi Tenggara;2022;10.26;60.7;1964;6.86;79.86;107.13
943;7407;Kabupaten Wakatobi;Sulawesi Tenggara;2022;14.55;65.4;2040;6.38;64.6;97.75
944;7408;Kabupaten Kolaka Utara;Sulawesi Tenggara;2022;13.08;64;2120;6.5;103.29;127.88
945;7410;Kabupaten Buton Utara;Sulawesi Tenggara;2022;14.26;60;2061;7.58;66.85;98.15
946;7409;Kabupaten Konawe Utara;Sulawesi Tenggara;2022;13.72;63.1;2076;5.9;84.28;112.24
947;7411;Kabupaten Kolaka Timur;Sulawesi Tenggara;2022;13.57;62.1;2022;6.72;106.25;128.5
948;7412;Kabupaten Konawe Kepulauan;Sulawesi Tenggara;2022;16.15;47.6;1819;7.69;79.27;100.6
949;7413;Kabupaten Muna Barat;Sulawesi Tenggara;2022;13.85;55.9;1924;5.87;68.75;96.02
950;7414;Kabupaten Buton Tengah;Sulawesi Tenggara;2022;14.9;57.2;1874;6.37;75.31;101.2
951;7415;Kabupaten Buton Selatan;Sulawesi Tenggara;2022;14.41;55.8;1870;3.78;64.48;91.35
952;7471;Kota Kendari;Sulawesi Tenggara;2022;4.57;66.7;1895;6.33;93.84;119.18
953;7472;Kota Bau-Bau;Sulawesi Tenggara;2022;7.31;55.1;1745;5.48;71.71;95.97
954;7502;Kabupaten Boalemo;Gorontalo;2022;18.74;60.9;2120;12.1;74.52;106.68
955;7501;Kabupaten Gorontalo;Gorontalo;2022;17.71;57.7;1972;10.31;68.78;98.85
956;7504;Kabupaten Pohuwato;Gorontalo;2022;17.87;54.3;1890;11.13;64.52;93.76
957;7503;Kabupaten Bone Bolango;Gorontalo;2022;16.05;54.8;1860;10.05;62.04;91.32
958;7505;Kabupaten Gorontalo Utara;Gorontalo;2022;17.24;58.3;1996;11.84;67.08;98.59
959;7571;Kota Gorontalo;Gorontalo;2022;5.73;56.2;1911;13.97;75.05;103.84
960;7605;Kabupaten Majene;Sulawesi Barat;2022;15.13;56.9;1975;8.09;52.66;85.37
961;7604;Kabupaten Polewali Mandar;Sulawesi Barat;2022;16.39;67.6;2278;7.15;71.3;106.51
962;7603;Kabupaten Mamasa;Sulawesi Barat;2022;14.51;59.7;2049;8.06;55.02;88.99
963;7602;Kabupaten Mamuju;Sulawesi Barat;2022;7.63;57.9;1936;8.18;74.35;102.05
964;7601;Kabupaten Mamuju Utara;Sulawesi Barat;2022;5.09;60.1;2058;10.48;73.7;104.5
965;7606;Kabupaten Mamuju Tengah;Sulawesi Barat;2022;7.17;58.6;1989;8.74;69.9;99.65
966;8103;Kabupaten Kepulauan Tanimbar;Maluku;2022;23.88;43.8;1713;8.9;50;76.01
967;8102;Kabupaten Maluku Tenggara;Maluku;2022;21.19;53.5;1824;6;66;92.01
968;8101;Kabupaten Maluku Tengah;Maluku;2022;17.46;58.3;1961;8.7;91.1;115.53
969;8104;Kabupaten Buru;Maluku;2022;15.82;48.1;1727;10.4;70.9;94.38
970;8107;Kabupaten Kepulauan Aru;Maluku;2022;23.51;44;1705;8.2;43.9;71.05
971;8106;Kabupaten Seram Bagian Barat;Maluku;2022;22.25;49.2;1950;9.1;69.2;95.35
972;8105;Kabupaten Seram Bagian Timur;Maluku;2022;20.73;56.7;1849;8.3;68.8;96.46
973;8108;Kabupaten Maluku Barat Daya;Maluku;2022;27.64;53.9;1784;6.5;70.1;95.07
974;8109;Kabupaten Buru Selatan;Maluku;2022;14.75;45.7;1720;7.7;57.9;82.42
975;8171;Kota Ambon;Maluku;2022;4.68;55.6;1846;8.4;87.4;110.37
976;8172;Kota Tual;Maluku;2022;20.56;50.5;1726;6.3;52.4;79.51
977;8201;Kabupaten Halmahera Barat;Maluku Utara;2022;10.06;54.4;1883;10.3;88.9;112.17
978;8202;Kabupaten Halmahera Tengah;Maluku Utara;2022;6.93;48.5;1623;9.2;55.6;81.22
979;8205;Kabupaten Kepulauan Sula;Maluku Utara;2022;7.84;49.4;1740;7.9;63.9;88.69
980;8204;Kabupaten Halmahera Selatan;Maluku Utara;2022;11.89;59.2;1962;11.3;96.5;120.99
981;8203;Kabupaten Halmahera Utara;Maluku Utara;2022;9.01;53.1;1835;10.3;77.2;102.18
982;8206;Kabupaten Halmahera Timur;Maluku Utara;2022;13;52;1869;14.5;66.7;95.61
983;8207;Kabupaten Pulau Morotai;Maluku Utara;2022;3.77;56.6;1999;16.7;81.5;110.88
984;8208;Kabupaten Pulau Taliabu;Maluku Utara;2022;3.76;56.8;1915;8.1;104.6;124.66
985;8271;Kota Ternate;Maluku Utara;2022;7.54;57.7;1792;9.9;71.3;98.75
986;8272;Kota Tidore Kepulauan;Maluku Utara;2022;6.08;50.3;1722;9.1;92.1;110.97
987;9203;Kabupaten Fak-Fak;Papua Barat;2022;22.06;67.6;2140;11.04;119.74;143.76
988;9208;Kabupaten Kaimana;Papua Barat;2022;15.29;56.1;1870;11.87;100.71;122.33
989;9207;Kabupaten Teluk Wondama;Papua Barat;2022;30.06;47;1746;10.09;80.88;101.74
990;9206;Kabupaten Teluk Bintuni;Papua Barat;2022;29.73;55.3;1872;11.3;77.91;104.3
991;9202;Kabupaten Manokwari;Papua Barat;2022;19.9;58.2;1971;13.19;98.4;122.88
992;9204;Kabupaten Sorong Selatan;Papua Barat;2022;28.55;35.5;1527;5.32;69.53;84.68
993;9201;Kabupaten Sorong;Papua Barat;2022;33.71;57.9;2024;12.51;100.74;124.88
994;9205;Kabupaten Raja Ampat;Papua Barat;2022;17.32;57.5;1900;11.66;58.29;90.45
995;9209;Kabupaten Tambrauw;Papua Barat;2022;27.58;44.3;1814;10.72;87.66;106.9
996;9210;Kabupaten Maybrat;Papua Barat;2022;18.48;49.1;1715;8.7;75.83;97.79
997;9211;Kabupaten Manokwari Selatan;Papua Barat;2022;31.14;57.9;2025;13.24;103.49;127.27
998;9212;Kabupaten Pegunungan Arfak;Papua Barat;2022;32.45;39.3;1920;15;124.22;135.88
999;9271;Kota Sorong;Papua Barat;2022;14.96;56.4;1789;10.95;64.17;93.14
1000;9101;Kabupaten Merauke;Papua;2022;10.1;65.7;2046;13.24;95.82;124.48
1001;9102;Kabupaten Jayawijaya;Papua;2022;35.8;42;1941;8.81;107.33;121.81
1002;9103;Kabupaten Jayapura;Papua;2022;11.94;51.4;1901;11.16;76.58;102.09
1003;9104;Kabupaten Nabire;Papua;2022;23.9;54.4;1861;11.85;74.58;101.5
1004;9105;Kabupaten Kepulauan Yapen;Papua;2022;26.15;47;1731;12.63;72.73;96.25
1005;9106;Kabupaten Biak Namfor;Papua;2022;24.48;43.4;1415;6.76;50.78;72.53
1006;9108;Kabupaten Paniai;Papua;2022;36.63;39.9;1735;13.5;106.78;120.18
1007;9107;Kabupaten Puncak Jaya;Papua;2022;36.3;45.5;1902;15.63;99.19;118.96
1008;9109;Kabupaten Mimika;Papua;2022;14.28;55.5;1792;8.47;67.83;94.73
1009;9116;Kabupaten Boven Digoel;Papua;2022;20.04;41.4;1635;9;67.8;88.03
1010;9117;Kabupaten Mappi;Papua;2022;26.04;33.6;1469;6.46;36.7;58.53
1011;9118;Kabupaten Asmat;Papua;2022;24.87;43.5;1794;6.7;51.3;76.94
1012;9113;Kabupaten Yahukimo;Papua;2022;36.21;33.6;1469;6.46;36.7;58.53
1013;9112;Kabupaten Pegunungan Bintang;Papua;2022;30.32;43.5;1794;6.7;51.3;76.94
1014;9114;Kabupaten Tolikara;Papua;2022;31.31;36;1888;5.68;182.07;175.36
1015;9110;Kabupaten Sarmi;Papua;2022;13.76;48.1;1755;8.88;64.97;89.55
1016;9111;Kabupaten Keerom;Papua;2022;15.77;41.4;1590;10.83;75.48;94.14
1017;9115;Kabupaten Waropen;Papua;2022;30.22;42.1;1629;11.97;43.62;70.73
1018;9119;Kabupaten Supiori;Papua;2022;37.7;77.1;2151;10.01;83.54;119.17
1019;9120;Kabupaten Mamberamo Raya;Papua;2022;30.73;52.5;1646;5.41;71.35;93.66
1020;9124;Kabupaten Nduga;Papua;2022;36.73;39.4;2226;6.58;149.39;155.38
1021;9123;Kabupaten Lanny Jaya;Papua;2022;37.76;45.8;2860;10.14;167.2;179.44
1022;9121;Kabupaten Mamberamo Tengah;Papua;2022;35.92;29.8;1928;5.48;196.61;184.6
1023;9122;Kabupaten Yalimo;Papua;2022;31.68;41.7;1995;6.76;167.61;167.88
1024;9125;Kabupaten Puncak;Papua;2022;36.25;22;1709;15.58;45.37;66.81
1025;9126;Kabupaten Dogiyai;Papua;2022;29.48;28.1;1300;13.14;52.76;69.54
1026;9127;Kabupaten Intan Jaya;Papua;2022;42.03;31.8;1447;9.46;77.92;90.45
1027;9128;Kabupaten Deiyai;Papua;2022;40.31;38.6;1702;12.78;103.93;116.89
1028;9171;Kota Jayapura;Papua;2022;11.12;54.2;1856;15.62;81.84;108.35
1029;1109;Kabupaten Simeulue;Aceh;2023;17.92;57.3;2020;7.64;52.5;85.7
1030;1110;Kabupaten Aceh Singkil;Aceh;2023;19.15;61.8;2188;14.05;115.9;140.28
1031;1101;Kabupaten Aceh Selatan;Aceh;2023;12.1;53.9;1983;11.47;62.9;93.47
1032;1102;Kabupaten Aceh Tenggara;Aceh;2023;12.45;64.5;2166;9.93;76;108.83
1033;1103;Kabupaten Aceh Timur;Aceh;2023;13.39;59.8;2000;8.61;69.6;99.93
1034;1104;Kabupaten Aceh Tengah;Aceh;2023;14.38;60.4;2063;10.47;95.6;121.5
1035;1105;Kabupaten Aceh Barat;Aceh;2023;17.86;62.5;2051;10.68;76.2;107.31
1036;1106;Kabupaten Aceh Besar;Aceh;2023;13.38;55.9;1892;8.71;61.7;91.31
1037;1107;Kabupaten Pidie;Aceh;2023;18.78;57;2070;9;60;92.39
1038;1111;Kabupaten Bireuen;Aceh;2023;12.12;61.6;2095;8.6;75.2;105.9
1039;1108;Kabupaten Aceh Utara;Aceh;2023;16.64;56.7;1927;9.66;71.3;99.71
1040;1112;Kabupaten Aceh Barat Daya;Aceh;2023;15.43;60.2;2093;10.92;62;96.06
1041;1113;Kabupaten Gayo Lues;Aceh;2023;18.82;69.9;2418;10.39;102.9;134.34
1042;1116;Kabupaten Aceh Tamiang;Aceh;2023;12.51;57.4;1914;11.68;67.3;97.5
1043;1115;Kabupaten Nagan Raya;Aceh;2023;17.25;100.8;2996;1.31;151.1;185.59
1044;1114;Kabupaten Aceh Jaya;Aceh;2023;12.42;66.1;2250;10.24;79.6;113.19
1045;1117;Kabupaten Bener Meriah;Aceh;2023;18.31;69.3;2352;11.22;129.8;154.43
1046;1118;Kabupaten Pidie Jaya;Aceh;2023;18.4;61.1;2106;9.52;80.3;110.09
1047;1171;Kota Banda Aceh;Aceh;2023;7.04;62.7;1881;8.68;70.9;100.78
1048;1172;Kota Sabang;Aceh;2023;14.59;64.8;2097;9.32;70.6;103.83
1049;1174;Kota Langsa;Aceh;2023;10.53;62;1874;9.59;66.6;97.47
1050;1173;Kota Lhokseumawe;Aceh;2023;10.73;58.7;1873;8;70.6;98.73
1051;1175;Kota Subulussalam;Aceh;2023;16.41;59.9;2121;11.43;98.4;124.44
1052;1204;Kabupaten Nias;Sumatera Utara;2023;15.1;57.4;2184;7.7;72.34;102.75
1053;1213;Kabupaten Mandailing Natal;Sumatera Utara;2023;8.86;64.6;2289;9.51;81.31;114.09
1054;1203;Kabupaten Tapanuli Selatan;Sumatera Utara;2023;7.01;62.1;2214;10.74;79.87;111.72
1055;1201;Kabupaten Tapanuli Tengah;Sumatera Utara;2023;11.5;56.9;1911;8.69;36.77;72.69
1056;1202;Kabupaten Tapanuli Utara;Sumatera Utara;2023;8.54;69.9;2257;11.58;100.52;131.26
1057;1212;Kabupaten Toba Samosir;Sumatera Utara;2023;8.04;73;2367;11.38;106.03;137.73
1058;1210;Kabupaten Labuhan Batu;Sumatera Utara;2023;7.99;59.7;2065;11.75;81.73;111.07
1059;1209;Kabupaten Asahan;Sumatera Utara;2023;8.21;60.9;2007;11.09;80.27;109.54
1060;1208;Kabupaten Simalungun;Sumatera Utara;2023;7.87;68.9;2167;11.69;97.17;127.4
1061;1211;Kabupaten Dairi;Sumatera Utara;2023;7.47;62.7;2083;8.91;90.59;118.13
1062;1206;Kabupaten Karo;Sumatera Utara;2023;7.98;70.6;2345;12.7;99.23;131.87
1063;1207;Kabupaten Deli Serdang;Sumatera Utara;2023;3.44;60.6;2023;11.69;92.42;119.16
1064;1205;Kabupaten Langkat;Sumatera Utara;2023;9.23;58.6;2024;11.75;88.66;115.56
1065;1214;Kabupaten Nias Selatan;Sumatera Utara;2023;16.39;55.9;2132;7.8;60.41;92.5
1066;1216;Kabupaten Humbang Hasundutan;Sumatera Utara;2023;8.69;69.1;2285;11.93;73.42;110.54
1067;1215;Kabupaten Pakpak Bharat;Sumatera Utara;2023;7.54;67.1;231;11.23;94.77;104.34
